Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Data Analyst,-1,Business Analyst,"The Finance team’s goal is to be a trusted and collaborative partner to all the businesses and functional teams that we work with, bringing business acumen, financial expertise and insights to aid decision-making and deliver value to our stakeholders. We strive to generate value through providing specialist advice and making recommendations to optimize decision making, delivering transparent processes and implementing governance and controls to mitigate risk.
In this new role reporting to the Finance Analytics and Reporting Manager, you will influence the FP&A departments to push into leveraging advanced analytics and implementing reporting best practices.
A successful candidate will be someone who can effectively connect the dots between market, client, domain and product to facilitate the development of sustainable data products improving the efficiency of the enterprise. This individual will be inquisitive by nature and show an ability for translating data into actionable insights.",ResMed,4.1,Kuala Lumpur,5001 to 10000 Employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Analyst (Tableau/Business Intelligence),MYR 72K - MYR 96K (Employer est.),Data Analyst,"Position Summary: Using your strong Tableau/Power BI visualisation and storytelling skills, you will develop engaging and informative reports that deliver timely and strategic insights to internal and external stakeholders. We are looking for a Data Analyst that has a flair for being creative in the way they present data and insights. So what is your role about? Design and Develop Internal and Client facing dashboards in Tableau or Power BI to deliver key business insights that drive value. Collaborate with business teams to gather and document requirements for reports development and analysis. Coordinate with business stakeholders to identify opportunities for delivering reports that add value by answering key questions to all audiences. Provide guidance to operational teams on the appropriate ways of recording data for effective reporting Support data analysis with intermediate/advance SQL skills to ensure all data is queried in a scalable and optimised manner. Conduct thorough UAT with stakeholders to ensure all data is accurate and consistent across all reports. Promote best practice within the BI Team for the use of Tableau/Power BI published data sources. Participate in Data extraction, cleansing, manipulation, and transformation for the use in reporting and analytics Support the ongoing maintenance of Tableau Server users and schedules. Improve the use of Tableau throughout the organisation by providing skills workshops and user documentation Who are we looking for? 2+ years of experience in data warehousing and business intelligence concepts, including statistical analysis and presentation (e.g., charts, graphs, median, rank, Pareto analysis, etc). 2+ years experience as a business intelligence developer/analyst, with strong experience in Tableau or Power BI Demonstrable intermediate/advanced SQL skills Must have attention to detail and take pride in your work Ability to work as a team player in a fast-paced, critical service delivery environment. Must be a self-starter that can work independently, understand expectations, and demonstrate insatiable curiosity about what the data is telling the organization. Ability to ask and anticipate the next question in discussion with business Strong communication skills to work with multiple disciplines and bridge the gaps between the need for actionable information and technical tools to provide it Understanding of “machine learning” and predictive analytics and their application with Tableau/PowerBI would be an advantage What do we provide to you for you to succeed? Attractive remuneration and package will commensurate with experience and qualification Performance Bonus based on performance record Your Medical Claims Are On Us Training and certification sponsored Rewards and recognition: Employee Of The Quarter Award Work Life Balance Culture: Flexible Working Hours Career advancement Are you ready to elevate your working skills and experience? Click the ‘Apply Now’ and you are one step ahead to an awesome career!
QS Enrolment Solutions is the global market leader for research and understanding of international and domestic students with offices in Australia, Malaysia and the UK. We are a business under Quacquarelli Symonds (‘QS’), best known for publishing the QS World University Rankings – the world’s most popular university ranking system. Like QS, we share the passion for education and innovation, celebrate diversity and collaboration and deliver our service with integrity and empowerment. At QS Enrolment Solutions, you’ll work in global but tight-knit teams, delivering our research, strategy, enquiry, admissions and enrolment services to our clients. You’ll find yourself communicating with students across the globe, helping them progress through their decision-making journey while gaining unique insight into the student recruitment market. Regardless of expertise, know that your work plays an important role in helping students everywhere around the world find the right-fit institution to realise their potential. Be a part of QS Enrolment Solutions today.
Bachelor's or Equivalent",QS SOLUTIONS SDN BHD,3.9,Kuala Lumpur,201 to 500 Employees,1990,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst,MYR 36K - MYR 42K (Employer est.),Data Analyst,"data analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors. They bring technical expertise to ensure the quality and accuracy of that data, then process, design, and present it in ways to help people, businesses, and organizations make better decisions.
Founded in 1999, SG Academy is a dynamic training skills academy with one of the widest ranges of Malaysian Skills Diploma and International Technical Education and Vocational Training Program (INVITE) accreditation among Malaysian private Training establishments. The skills academy operates from 4 branches from the financial capital of Malaysia to the southern peninsula. We train individuals for employment in various industries. Our courses aim to develop students skills and knowledge while also addressing identified needs within industry.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM / DKM Level 4 / DLKM Level 5",SG AKADEMI (M) SDN BHD,-1,Kuala Lumpur,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
BI Data Analyst,-1,Data Analyst,"Transition Technologies - Managed Services Sp. z o.o. is one of the companies included in the Transition Technologies Group. We specialize in outsourcing IT professionals, including the leasing team - we offer the entire project teams with a dedicated Team Leader. Among our customers there are world leaders from sectors like: automatic control, energetics, transport, industry, healthcare, banking. Our teams are involved in projects where they create from the very beginning, implement, and develop very often innovative solutions that support our customers' core business activities, as well as optimizing the number of business processes. Our website: www.ttms.my You will be working in a team that uses the very latest cloud technologies to ingest, aggregate and make available for analysis, complex, multinational data sets capturing digital engagements, customer interactions and medical enquiries. You will have the opportunity to shape the future strategy for the group and to recommend the most business efficient approaches to data management that meet customer requirements. You will be encouraged to show initiative and are enthusiastic about working in a fast moving and agile environment. Must have : • Experience in gathering requirements for Analytics and/or ML projects. Requirements : • At least 3-years of experience • English level: B2/C1 • Linguistic and communication skills - the ability to put thoughts into words • Practical knowledge in scope of business analysis area for IT solutions • Analytical thinking ability, collecting requirements, creating use cases, modeling business processes, conducting workshops techniques • Knowledge of issues related to the usability of systems/ application • Good ability to elicit and define requirements on many levels (User requirements, functional and non-functional requirements) • Clear formulation of ideas, providing the right level of details to the specific stakeholders, ensuring clear communication of objectives and requirements • Managing and working with stakeholders in order to understand business needs • Defining and setting the scope of the project/release/sprint • Practical knowledge of requirements definition techniques (use cases and scenarios, user stories, acceptance criteria) • Practical knowledge of analytical artifacts (process modeling, process mapping, conceptual and logical modelling, data dictionary, requirements modeling, business rules, decision tables, etc.) • Translating requirements into specifications, ability to use precise technical language, creating high-quality documentation • Ability to anticipate potential problems, determine and implement solutions, strong problem-solving skills • Ability to influence decision making through analysis • Good understanding of agile software development processes and principles; understanding of waterfall processes and differences between the two approaches, • Knowledge of Scrum framework and roles • Requirements management throughout their lifecycle, ensuring requirements are tracked and traced, the ability to manage changes in requirements effectively • Clear formulation of ideas, providing the right level of details to the specific stakeholders, ensuring clear communication of objectives and requirements • Curiosity and analytical thinking, ability to ask the right questions, ability to challenge requirements and business process • Good knowledge of techniques of workshop facilitation • Demonstrated ability to work independently as well as a member of a team • Knowledge of UX aspects and how to collaborate with UX specialist, knowledge of User-Centered Design process • Understanding the customer experience, prototyping and designing basic wireframes • Ability to plan, organize and structure work, ability to estimate and deliver tasks within scheduled dates • Ability to lead the team (organize & coordinate work) • Ability to share knowledge and train others • Working closely with developers, testers, solution architects etc.
TTMS Software Sdn Bhd is one of the companies included Transition Technologies - Managed Services Sp. z o.o. We specialize in outsourcing IT professionals, including the leasing team - we offer the entire project teams with a dedicated Team Leader. Our activities cover all the processes connected with creation, development and maintenance of the systems which we take full responsibility for. Thanks to it Customers minimize their total cost of solution maintenance (TCO) simultaneously protecting themselves from the risk of problems with access to resources necessary for the right maintenance and development of IT systems used in a certain area of business activity. Among our customers there are world leaders from sectors like: automatic control, energetics, transport, industry, healthcare, banking. Our teams are involved in projects where they create from the very beginning, implement and develop very often innovative solutions that support our customers' core business activities, as well as optimizing the number of business processes. By entrusting the implementation of key projects, our customers can quickly and efficiently achieve their business goals.
Bachelor's or Equivalent",TTMS Software,2.6,Kampong Puchong,201 to 500 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,MYR 66K (Employer est.),Data Analyst,"JOB VACANCY
Position : Data Analyst
Nationality : Malaysian
Duration : 12 months contract
Job Description
Required at least 3 years experiences
· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution
· Experience in database query using SQL
Advanced Excel skills including pivot tables, graphing and general advanced functions",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Group Data & Productivity Analyst,-1,Analyst,"Company Description

About Experian
Experian is the world’s leading global information services company. During life’s big moments — from buying a home or a car to sending a child to college to growing a business by connecting with new customers — we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent identity fraud and crime.

We have 17,800 people operating across 44 countries, and every day we’re investing in new technologies, talented people and innovation to help all our clients maximize every opportunity. We are listed on the London Stock Exchange (EXPN) and are a constituent of the FTSE 100 Index.",Experian,4.3,Cyberjaya,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD)
DATA ANALYST,MYR 22K - MYR 26K (Employer est.),Data Analyst,"ABOUT THE COMPANY:
PEMY Sdn Bhd was incorporated on the 1st of December 2017 in Malaysia. We are the wholly-owned subsidiary of Passion Entities Pty Ltd trading as Passion Jewellery, which was founded in 2005 in Perth, Western Australia and has grown to be one of the market leaders in fine and fashion jewellery online.
In 2019, Passion Entities opened its new headquarters and warehouse in metro Sydney, New South Wales.
PEMY Sdn Bhd Malaysia is the main branch providing back-office services such as customer services, accounts services, inventory management, IT and other web services. Located in Subang Jaya, Skypark@One city, the multi-cultural team is dedicated to achieving and maintaining the high standard of brand awareness and quality assurance that is synonymous with Australian jewellery brands.",PEMY SDN BHD,-1,Subang Jaya,-1,-1,-1,-1,-1,-1
Data Analyst/Business Analyst Intern,MYR 14K - MYR 18K (Employer est.),Business Analyst,"Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. TheyÂ might prepare reports in the form of visualisations such as graphs, charts, and dashboards.
KewMann's help organisations to predict and influence human behaviors by using AI, big data analytics and behavioral science. We are the only company to provide both predictive and influencing products/solutions to maximise the end result. We are an enterprise software / SaaS company, targeting large organisations that deals with a lot of people (customers; sellers - internal, agents, distributors etc; employees), with a TAM of 225 millions USD (900 organisations in 9 countries). KewMann have help various institution/organisation to optimise their sales & profit and minimise the loss due to fraud cases/ credit risk & etc with our products & solutions. We have customers in Singapore, Malaysia, Indonesia, Hong Kong and China, including Mastercard Asia Pacific, AIA, NTUC Income, BCA (Indonesia), CyberSecurity Malaysia, etc.
Bachelor's or Equivalent",KEWMANN SDN. BHD.,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Data Analyst,MYR 30K - MYR 42K (Employer est.),Data Analyst,"Job Responsibility:
Supporting wide analytics with the collaboration of other departments to understand business reporting needs and requirements.
Analysing and gather data creating documentation and specification for new data production reports for effective communication related to methodologies of business users.
Oversees and facilitates data information flow of company operations and departments.
Analysing and query data from various environments. Interpreting data and providing analytical commentaries to explain or highlight significant findings.
Designing/building adhoc reports and dashboards through analytics tools, such as Tableau or Microsoft SQL.",myNEWS Retail Sdn Bhd,3.7,Malaysia,1001 to 5000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,MYR 30K - MYR 36K (Employer est.),Data Analyst,"• To gather and understand customers objectives, processes and products in order to make recommendations. • Act as main support to internal business units and external parties for the in-charge Product. Serve as an escalation point for customer concerns if/when they arise. • Coordinate and communicate with developer and designer on requirements and system implementation. • Developing and maintaining up-to-date and complete requirements documentation. • Any additional/ad-hoc task as assigned by immediate superior. • Analyze data using statistical techniques and provide reports • Develop and implement databases and data collection systems • Acquiring data from primary and secondary sources and maintain data systems • Identify, analyze, and interpret trends or patterns in complex data sets • Filter and clean data • Work with management to prioritize business and information needs • Locate and define new process improvement opportunities
ODESI ECOB SDN BHD is an ICT company driven by big data and accordance with our vision which is to harness data and compiles it to a Big Data platform. We develop various web and mobile technology solutions as an enabler to harvest, store, and mine data. Our executive team has more than 15 years of experience in software application design and development. We focused especially on developing web and mobile application solutions. Our first web-based property solution was developed in 2012, a completely customized solution for the government in Malaysia. We have brought the property industry to the next level whereby the users can access the application anytime, anywhere with real-time information on-the-go. Today, we have the most comprehensive out-of-box property solution platform running on the latest web technology. It is a complete, fully integrated end-to-end property application solution for the strata and property management industry. We strive to bring the most innovative solution for the property industry and empower the enterprise with the most advanced tools for their business.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM / DKM Level 4 / DLKM Level 5",ODESI ECOB SDN BHD,-1,Kuala Lumpur,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Science Analyst,MYR 36K - MYR 48K (Employer est.),Data Analyst,"Company Overview
MetaPair is a US-based company backed by A-list investors such as TechStars, Warner and Sony Music. We are opening a Malaysia office and our mission is to democratize brand-partnerships for brands of all sizes and enable independent brands to create partnerships that weren’t previously possible.
*
MetaPair is building an end-to-end AI software that can set up an entire marketing partnership without the need for human intervention. MetaPair is a Techstars company with several industry awards and works with some of the largest brands and entertainment companies in the world. Forbes said that we have “harnessed the often-theoretical AI” with our AI-powered agency. Below are some of the awards MetaPair has received:
Top 50 Startups in Marketing Globally - Unilever & Cannes Lions",Metapair,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
DATA ANALYST,MYR 42K - MYR 60K (Employer est.),Data Analyst,"Basic Background & Requirement:
Bachelor in Actuarial Science, Engineering, Science Studies, Economy Management.
Hire on Project Basis First.
*Interpret data, analyze results using statistical techniques and provide ongoing reports.
*Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
*Acquire data from primary or secondary data sources from Operation Department or Marketing.",MyFundAction,-1,Shah Alam,-1,-1,-1,-1,-1,-1
Data Analyst,MYR 25K - MYR 91K (Employer est.),Data Analyst,"Your work makes the difference between a user seeing a bus drive away or reaching it just in time. We feel a great sense of responsibility at Citymapper. Millions of users around the world trust our green app to be on time for work, a job interview or a date.
As one of our Data Analysts you will build the timetable data that powers the Citymapper app and help launch new cities. You'll use secret magic (and our internal tools) to transform often messy transit schedules into shiny and reliable user information whilst building, validating, and shipping data directly to users on a daily basis.
Working with our engineers to improve tools and automate tasks, you'll manage data in a range of cities across different formats.
This role is designed for contractors based in Malaysia.",Citymapper,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Business Intelligence & Data Analyst,MYR 72K - MYR 96K (Employer est.),Data Analyst,"Overview of Role The BI & Data Analyst is responsible for the successful delivery, design and support of high visibility desktop reports, mobile reports, and dashboards. As a BI Engineer you will leverage BI applications (including Phocus and Power BI) in accordance with application development standards and best practices. You will work closely with Department heads, SMEs, and Systems engineers from wireframe development to post deployment support. This role will perform data analytics including extracting, restructuring, and cleansing data and assist in solution design efforts including analysis, design and architecture for data and reporting structures. The role will also be responsible for incident management within your area of expertise and providing proper feedback to end-users regarding reporting system status and/or errors. Core Responsibilities translates business needs into technical specifications to deliver customized reporting systems. Accountable for end-to-end development and support of Polyaire’s BI reporting environments for ongoing metrics, reports, dashboards, etc. Creates data visualizations that illustrate data learnings and insights in an understandable and user-friendly manner through UI/UX design. Adopts and adapts to newly approved technologies, programming languages, tools, and standards for business intelligence. Collaborates to ensure application designs utilise appropriate patterns and standards. Creates and refines user manuals for each reporting application/visualisation. Documents BI application specifications and produces operational support manuals. Identifies and interprets trends, patterns, and correlations among various data points. Assesses functional and non-functional requirements and creates designs to meet both business and technical needs. Designs, builds, and maintains automated reporting, dashboards, and analysis to enable teams to self-service data needs. Assists in defining technical requirements such as tool or platform selection criteria for the reporting environments. Assists in solution design efforts (i.e., analysis, data warehouse design, architecture) and understands the data warehouse or data lakes implementation related to BI. Identifies, designs, and implements internal process improvements: automating manual processes, optimizing BI capabilities. Identifies ways to improve data reliability, efficiency and quality of data management required for building BI applications and reports. Communicates technical concepts to non-technical audiences both in written and verbal form. Engages with other business units and customer environments to extract, restructure, and cleanse data. Skills and Competencies 2+ years’ experience working with BI technologies and tools like Microsoft Power BI, Phocas, Tableau etc. 2+ years’ BI related experience using ETL, Data warehousing management, Data Mining, Report Designer, or development; ability to write complex SQL queries against a variety of data sources. 3+ years’ heterogeneous database management systems experience for example: MS SQL, MySQL etc. and working knowledge with various data sources like flat files (csv, delimited), Web API, XML. Proven ability to build consensus between teams with differing architecture and design viewpoints and perspectives. Good understanding of data and query optimization, query profiling, and query performance monitoring tools and techniques. Experience implementing solutions on multiple platforms. Must be self-motivated, responsible, conscientious, and detail oriented. Proven ability to follow priorities and timelines. Must have strong analytical and problem-solving skills. Able to work in a fast-paced agile development environment. Experience Highly desirables: Microsoft Power BI certifications. Epicor or similar ERP experience Experience delivering reporting design, visualizations, and solutions through agile software development methodologies. Excellent verbal and written communication skills. Qualifications BS in Computer Science, Engineering, or equivalent software/services experience.
Airdroitech is the result of Polyaire's many success stories. Being the market leader for more than 3 decades, Polyaire now extends its research and development arm into Malaysia. Airdroitech joins the list of Polyaire's collaborators . Working together with a team of exceptional engineers, Airdroitech aims to play a part in developing talents in this fast paced industry while continuously achieving and exceeding its goals in delivering exceptional solutions in SmartHomes, IoT etc
Bachelor's or Equivalent",Airdroitech Sdn Bhd,-1,Petaling Jaya,-1,-1,-1,-1,-1,-1
Data Analyst Intern,-1,Data Analyst,"Funding Societies | Modalku is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.
As a Data Analyst, your role is to understand the needs of the business and use data to derive a solution that you will then present, implement, and track. In addition to having a knack for problem-solving, it is absolutely crucial that you are willing to learn, understand, and hear the needs of our people. In a small team, you will be working regionally on various products.
At Funding Societies, we pride ourselves on solving challenging problems and focusing on impact. The work you do will help raise visibility in the business and enable data-driven decision making. As a team, we are excited about translating findings into actionable insights, seeing that drive change in our organisation and ultimately bringing value to our customers.
If you enjoy seeing your work drives impact and appreciate a fun working environment, this is the place for you.",Funding Societies,3.7,Kuala Lumpur,201 to 500 Employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable
Data Analyst,-1,Data Analyst,"Job: Compliance
Primary Location: Asia-Malaysia-Bukit Jalil KL
Schedule: Full-time
Employee Status: Permanent
Posting Date: 06/Aug/2021, 12:39:10 AM
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.",Standard Chartered,3.9,Kuala Lumpur,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
Data Analyst,MYR 42K - MYR 48K (Employer est.),Data Analyst,"Job responsibilities: 1. Provide data support for the needs of the company's operational decision-making, marketing department, sales department, partners, etc. 2. Settle the remuneration for the partners according to the agreement signed. 3. Responsible for departmental routine data statistics, including daily, weekly, monthly, and annual reports. Prepare company performance evaluation report, partner performance evaluation report, etc. 4. Understand business operation logic, use data analysis methods to find bottlenecks to be improved, report to superiors and headquarters in a timely manner, and put forward targeted improvement suggestions 5. Handle customer's request by email and improve customer satisfaction 6. Complete various tasks assigned by the leader Job requirements: 1. Bachelor degree or above, majors in asset management, mathematics, statistics, finance, etc. are preferred 2. Intermediate English and Chinese level or above, can communicate with headquarters in English and communicate with Chinese customers in Chinese fluently; 3. One year or more of financial industry or data analysis related work experience is preferred 4. Proficient in all kinds of Office software, especially EXCEL 5. Have strong logic analysis ability, data sensitivity, rigorous and responsible in work 6. The night shift from 13:00-22:00 is acceptable, usually once every 2-3 months, once a month Benefits: 1. Salary composition: basic salary + night shift subsidy + quarterly bonus; 2. Colorful benefits: social insurance and employment security and public accumulation funds, paid annual leave, holiday gifts, etc.; 3. Enriched training: new employee training, business training, team leader’s teaching, regular sharing; 4. Job development: annual salary increase
GK International is a leading Malaysian-based Business Consulting and Process Outsourcing (BPO) company providing outsourced customer service, telemarketing, sales, support, and next-generation contact center solutions powered by Insights, AI, and cloud solutions. With the ability to cater for diverse verticals with intelligent business operations. We specialize in Contact Center services, Telemarketing services, Appointment setting services & complete Sales Pipeline management. Our Mission is to help our clients to deliver their brand promise consistently and to ensure that your customers remain loyal. We assist in maximizing your customer experience by ensuring the people, processes, and operations consistently maintain a sharp focus on service, quality, and high business performance. We are customer experience practitioners bringing deep global industry expertise and experience at your service. GK International Consulting provides a full range of customer contact services, including customer care, technical support, loyalty management, outbound and inbound sales. Through both human and digital approaches, we help our clients reduce costs, enable scale and drive revenue growth.
Bachelor's or Equivalent",GK International Consulting Sdn Bhd,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Junior Data Analyst (Recent Graduate May be Considered),MYR 25K - MYR 38K (Employer est.),Data Analyst,"Junior Data Scientist
PM101 Consulting Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
· Analyze raw data: assessing quality, cleansing, structuring for downstream processing
· Identify opportunities for leveraging company data to drive business solutions.",PM101 Consulting,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Group Data & Productivity Analyst,-1,Analyst,"Company Description

About Experian
Experian is the world’s leading global information services company. During life’s big moments — from buying a home or a car to sending a child to college to growing a business by connecting with new customers — we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent identity fraud and crime.

We have 17,800 people operating across 44 countries, and every day we’re investing in new technologies, talented people and innovation to help all our clients maximize every opportunity. We are listed on the London Stock Exchange (EXPN) and are a constituent of the FTSE 100 Index.",Experian,4.3,Cyberjaya,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD)
Data Analyst,MYR 42K - MYR 48K (Employer est.),Data Analyst,"1. Interpret data, analyze results using statistical techniques and provide ongoing reports. 2. Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. 3. Acquire data from primary or secondary data sources from Operation Department or Marketing. 4. Maintain databases/data systems for the organization and liaise with Account Department. 5. Identify, analyze, and interpret trends or patterns in complex data sets provided by the departments involved. 6. Filter, segmentize and replenish @ clean data to allow better audience target in future. 7. Work with management to prioritize business and information needs. 8. Locate and define new process improvement opportunities. 9. Present findings to the management whenever needed. 10. Troubleshooting the reporting database environment and reports. 11. Evaluating changes and updates to source production systems. 12. Training end-users on new reports and dashboards. 13. Providing technical expertise in data storage structures, data mining, and data cleansing.
MyFundAction is a registered and one of the very active NGOs which focuses on youth development in 3 aspects; Volunteerism , Entrepreneurship and Academic Excellence OUR VISION To become the best foundation that is able to nurture holistic global leaders. OUR MISSION Developing young muslim leaders by nurturing entrepreneurial mindset in order to provide the best solution for mankind through Islamic values.
Bachelor's or Equivalent",MyFundAction (Yayasan Kebajikan Muslim),-1,Shah Alam,-1,-1,-1,-1,-1,-1
Data Analyst,-1,Data Analyst,"Business Analyst experience
Data Quality Management Framework
Documentation – Data Dictionary/Data Modelling/Data Lineage/Business Rules/DQ Rules/ Data Standards
Data analytics and Visualization tools ( Tableau / Hive / Power BI)
SQL query building
Stakeholder Management / Analysis
Presentation Skills – Data Story telling using visualizations
Large-scale projects/programs with significant change impact and multiple dependencies within and across organizational boundaries.",Encora,4.2,Kuala Lumpur,5001 to 10000 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Migration Analyst,MYR 96K (Employer est.),Data Analyst,"Requirements
· Must be Malaysian
Job Descriptions
· 6-months contract position
· Up to RM8000 PM
· Develop new GIS data design and structure
· Document the new GIS data design and structure
· Works closely with GIS developers in the apps team to support their need on the GIS spatial data technology domain",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst,-1,Data Analyst,"Photobook Worldwide is looking for a Data Analyst to manage a wide range of raw data via Tableau, generating reports that will help key stakeholders making important business decisions. This role is involved in assessing the quality of data, scrutinising the accuracy of data and doing additional data screening before presenting the final analysis to the key stakeholders. This role is required to deep dive into data that relates to sales trends, product popularity and customer database.
Key Responsibilities
He/she is the key stakeholder of Tableau who ensures multiple sources of raw data flowing into Tableau accurately
Migrating the remaining critical marketing & sales data that are now stored in Google spreadsheet to Tableau as a self-serving platform to a larger group of stakeholders
Delivering custom reports for regular business & marketing planning purposes",Photobook UK,-1,Malaysia,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Analyst / Consultant - Artificial Intelligence & Data -MY,-1,Business Consultant,"Analyst / Consultant - Artificial Intelligence & Data -MY
Date: 13-Aug-2021
Service Line / Portfolios: Strategy, Growth & Innovation
Location: Kuala Lumpur, MY
At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and community. Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.

Work you will do",Deloitte,3.9,Kuala Lumpur,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Science Analyst,MYR 36K - MYR 42K (Employer est.),Data Analyst,"• Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems. • Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine. • Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. • Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry. • Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data. • Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance. • Creating appropriate documentation that allows stakeholders to understand the steps of the data analysis process and duplicate or replicate the analysis if necessary.
We are professional IT solutions and service provider founded in 2008. With more than 10 years of experience, we have helped many customers in refining their IT infrastructure to empower the business. We are also the pioneer in application and desktop virtualization in Malaysia. Our clienteles are across different industries, which include SMB, Enterprises, financial, education, private, and public sectors.
Bachelor's or Equivalent",REFINENETWORKS SDN BHD,-1,Petaling Jaya,-1,-1,-1,-1,-1,-1
Data Analyst/Business Analyst Intern,MYR 14K - MYR 18K (Employer est.),Business Analyst,"Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. TheyÂ might prepare reports in the form of visualisations such as graphs, charts, and dashboards.
KewMann's help organisations to predict and influence human behaviors by using AI, big data analytics and behavioral science. We are the only company to provide both predictive and influencing products/solutions to maximise the end result. We are an enterprise software / SaaS company, targeting large organisations that deals with a lot of people (customers; sellers - internal, agents, distributors etc; employees), with a TAM of 225 millions USD (900 organisations in 9 countries). KewMann have help various institution/organisation to optimise their sales & profit and minimise the loss due to fraud cases/ credit risk & etc with our products & solutions. We have customers in Singapore, Malaysia, Indonesia, Hong Kong and China, including Mastercard Asia Pacific, AIA, NTUC Income, BCA (Indonesia), CyberSecurity Malaysia, etc.
Bachelor's or Equivalent",KEWMANN SDN. BHD.,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
